Dátum,Év,Város,Kimenetel,Baleset típus,Ok-csoport,Ok,LAT,LON,Meghaltak,Súlyos,Könnyű,Résztvevők száma,geometry,Baleset típus főcsoport,street
2012-06-09,2012,Budapest VIII. kerület,súlyos sérüléses,"Pályaelhagyás járművel egyenes úton, a menetirány szerinti JOBB oldalon és szilárd tárgynak ütközés az útpályán kívül (fa, oszlop, támfal stb.)",sebesség nem megfelelő alkalmazása,"az útviszonyokhoz (az út vonalvezetéséhez, útburkolat minőségéhez)",47.5017027777778,19.0853944444444,0,1,1,1,POINT (652859.0436159931 239752.80606441668),egy jármű,"['Capitol söröző', ' 2', ' Verseny utca', ' Ligetváros']"
2012-06-10,2012,Budapest VIII. kerület,könnyű sérüléses,"Keresztirányból érkező, egyenesen haladó járművek ütközése",egyéb,"rendőr, vagy lámpa jelzésre nem állt  meg",47.4960055555556,19.0839222222222,0,0,1,2,POINT (652748.4162776861 239119.36388455855),jármű-jármű,Dologház utca  Fiumei út
2012-06-11,2012,Budapest VIII. kerület,könnyű sérüléses,Gyalogos elütése útkereszteződésben kijelölt gyalogos-átkelőhelyen,gyalogosok hibája,tilos jelzésen való áthaladás,47.49718888888889,19.0706583333333,0,0,2,2,POINT (651749.0013072316 239250.55423440936),gyalogos,"['Citychange', ' Blaha Lujza téri aluljáró']"
2012-06-12,2012,Budapest VIII. kerület,könnyű sérüléses,"Utoléréses baleset két vagy több résztvevővel, az egyik megállt","irányváltoztatási, haladási, bekanyarodási hiba",követés távolság be nem tartása,47.4995361111111,19.0832972222222,0,0,1,3,POINT (652701.1508170594 239511.85359625908),jármű-jármű,"['Keleti pályaudvar M', ' Kerepesi út']"
2012-06-15,2012,Budapest VIII. kerület,könnyű sérüléses,"Keresztirányból érkező, egyenesen haladó járművek ütközése",elsőbbség meg nem adása,a közúti jelzőtáblák utasítása ellenére,47.4998027777778,19.0957083333333,0,0,1,2,POINT (653636.195157123 239541.98999102582),jármű-jármű,"['Gumigyár', ' Kerepesi út']"
2012-06-16,2012,Budapest VIII. kerület,könnyű sérüléses,Egyéb közlekedési baleset gyalogossal,gyalogosok hibája,egyéb,47.4884166666667,19.0879972222222,0,0,1,2,POINT (653055.8757640158 238275.8145531561),gyalogos,"['Bókay János Humán Szakközépiskola', ' Diószegi Sámuel utca', ' Orczy Fórum Városközpont']"
2012-06-18,2012,Budapest VIII. kerület,könnyű sérüléses,Utasbalesetek,sebesség nem megfelelő alkalmazása,a jármű és a rakomány sajátosságaihoz,47.49718888888889,19.0706583333333,0,0,1,1,POINT (651749.0013072316 239250.55423440936),utasbaleset,Citychange  Blaha Lujza téri aluljáró
2012-06-18,2012,Budapest VIII. kerület,súlyos sérüléses,"Keresztirányból érkező, egyenesen haladó járművek ütközése, az egyik előz vagy forgalmi sávot vált",sebesség nem megfelelő alkalmazása,"az útviszonyokhoz (az út vonalvezetéséhez, útburkolat minőségéhez)",47.49718888888889,19.0706583333333,0,1,0,2,POINT (651749.0013072316 239250.55423440936),jármű-jármű,Citychange  Blaha Lujza téri aluljáró
2012-06-19,2012,Budapest VIII. kerület,könnyű sérüléses,"Szembe haladó járművek ütközése útkereszteződésben, az egyik résztvevő BALRA kanyarodik","irányváltoztatási, haladási, bekanyarodási hiba","a balra kanyarodó jármű vezetője nem  győződött meg meg a balra kanyarodás előtt, hogy előzését más jármű megkezdte-e",47.4892527777778,19.086375,0,0,1,2,POINT (652933.58573788 238368.70889307404),jármű-jármű, Karácsony Sándor utca
2012-06-28,2012,Budapest VIII. kerület,könnyű sérüléses,Azonos irányból érkező járművek ütközése az egyik jármű megfordul,"irányváltoztatási, haladási, bekanyarodási hiba",szabálytalan megfordulás,47.4995333333333,19.0809166666667,0,0,1,2,POINT (652521.7981341624 239511.46783487487),jármű-jármű,[' Baross tér']
2012-06-29,2012,Budapest VIII. kerület,könnyű sérüléses,Menetirány szerint a JOBB oldalon várakozó járműnek ütközés,egyéb,"figyelmetlen, gondatlan vezetés",47.4951055555556,19.0755111111111,0,0,1,2,POINT (652114.709196066 239019.05362225327),jármű-jármű,"['Zöldség-gyümölcs', ' Népszínház utca']"
2012-07-01,2012,Budapest VIII. kerület,könnyű sérüléses,"Utoléréses baleset két vagy több résztvevővel, az egyik megállt","irányváltoztatási, haladási, bekanyarodási hiba",követés távolság be nem tartása,47.4934583333333,19.1088472222222,0,0,2,2,POINT (654626.6275136513 238837.32452801007),jármű-jármű,['Százados negyed']
2012-07-03,2012,Budapest VIII. kerület,könnyű sérüléses,"Gyalogos elütése nem útkereszteződésben, kijelölt gyalogos-átkelőhelyen",elsőbbség meg nem adása,gyalogosoknak kijelölt gyalogátkelőhelyen,47.48735,19.0683527777778,0,0,1,1,POINT (651575.5680984133 238156.6672319634),gyalogos,"['Üllői út', ' Mária utca']"
2012-07-04,2012,Budapest VIII. kerület,könnyű sérüléses,"Azonos irányból érkező járművek ütközése útkereszteződésben, az egyik jármű JOBBRA kanyarodik","irányváltoztatási, haladási, bekanyarodási hiba",egyenes irányban haladó jármű forgalmának akadályozása,47.4969,19.0699055555556,0,0,1,2,POINT (651692.2927220535 239218.4211599116),jármű-jármű,Blaha Lujza tér  Rákóczi út
2012-07-07,2012,Budapest VIII. kerület,könnyű sérüléses,"Keresztirányból érkező, egyenesen haladó járművek ütközése",elsőbbség meg nem adása,a közúti jelzőtáblák utasítása ellenére,47.4893888888889,19.0781444444444,0,0,2,2,POINT (652313.3634972712 238383.57377972204),jármű-jármű, Baross utca
2012-07-15,2012,Budapest VIII. kerület,könnyű sérüléses,Utasbalesetek,egyéb,mozgó járműrűl le- vagy felugrás,45.0371444444444,10.7874805555556,0,0,1,1,POINT (0.23896893626079 144.0263402867131),utasbaleset,
2012-07-20,2012,Budapest VIII. kerület,könnyű sérüléses,Egyéb egyjárműves (magányos) közlekedési baleset,sebesség nem megfelelő alkalmazása,"az útviszonyokhoz (az út vonalvezetéséhez, útburkolat minőségéhez)",47.4995333333333,19.0809166666667,0,0,1,1,POINT (652521.7981341624 239511.46783487487),egy jármű, Baross tér
2012-07-21,2012,Budapest VIII. kerület,könnyű sérüléses,"Gyalogos elütése az úttesten, tömegközlekedési jármű megállójában","irányváltoztatási, haladási, bekanyarodási hiba",szabálytalan hátramenet,47.4996305555556,19.0829194444444,0,0,1,1,POINT (652672.6841473966 239522.34092304917),gyalogos,Kerepesi út
2012-07-23,2012,Budapest VIII. kerület,könnyű sérüléses,"Keresztirányból érkező, egyenesen haladó járművek ütközése",elsőbbség meg nem adása,a közúti jelzőtáblák utasítása ellenére,47.49643333333331,19.0831583333333,0,0,1,2,POINT (652690.8394478715 239166.89646983403),jármű-jármű,['Dologház utca']
2012-07-27,2012,Budapest VIII. kerület,könnyű sérüléses,Azonos irányból érkező járművek ütközése az egyik jármű megfordul,"irányváltoztatási, haladási, bekanyarodási hiba",szabálytalan megfordulás,47.4845833333333,19.0871833333333,0,0,1,4,POINT (652994.7544086493 237849.6130481842),jármű-jármű,"[' Korányi Sándor utca', ' Orczy Fórum Városközpont']"
2012-07-28,2012,Budapest VIII. kerület,könnyű sérüléses,"Keresztirányból érkező, egyenesen haladó járművek ütközése",egyéb,"rendőr, vagy lámpa jelzésre nem állt  meg",47.4969,19.0699055555556,0,0,1,2,POINT (651692.2927220535 239218.4211599116),jármű-jármű,Blaha Lujza tér  Rákóczi út
2012-07-29,2012,Budapest VIII. kerület,könnyű sérüléses,Gyalogos elütése útkereszteződésben kijelölt gyalogos-átkelőhelyen,gyalogosok hibája,tilos jelzésen való áthaladás,47.4989333333333,19.0852416666667,0,0,1,2,POINT (652847.6781295057 239444.9064258174),gyalogos,[' Lóvásár utca']
2012-07-30,2012,Budapest VIII. kerület,könnyű sérüléses,"Azonos irányból érkező járművek ütközése útkereszteződésben, mindkét jármű JOBBRA kanyarodik",elsőbbség meg nem adása,a forgalomba való bekapcsolódáskor,47.4969,19.0699055555556,0,0,1,2,POINT (651692.2927220535 239218.4211599116),jármű-jármű,Blaha Lujza tér  Rákóczi út
2012-07-30,2012,Budapest VIII. kerület,könnyű sérüléses,"Gyalogos elütése nem útkereszteződésben, kijelölt gyalogos-átkelőhelyen",gyalogosok hibája,tilos jelzésen való áthaladás,47.4905388888889,19.0708861111111,0,0,1,2,POINT (651766.3740332505 238511.24366989397),gyalogos,['Józsefváros']
2012-08-01,2012,Budapest VIII. kerület,könnyű sérüléses,"Utoléréses baleset két vagy több résztvevővel, az egyik megállt","irányváltoztatási, haladási, bekanyarodási hiba",követés távolság be nem tartása,47.4820444444444,19.1037777777778,0,0,1,2,POINT (654245.5442827828 237568.10281090747),jármű-jármű,"['Vajda Péter utca', ' Tisztviselőtelep']"
2012-08-02,2012,Budapest VIII. kerület,könnyű sérüléses,"Gyalogos elütése nem útkereszteződésben, kijelölt gyalogos-átkelőhelyen",gyalogosok hibája,tilos jelzésen való áthaladás,47.4927416666667,19.0710083333333,0,0,1,2,POINT (651775.5136283527 238756.1405311049),gyalogos,Rákóczi tér M  József körút
2012-08-03,2012,Budapest VIII. kerület,könnyű sérüléses,"Gyalogos elütése nem útkereszteződésben, kijelölt gyalogos-átkelőhelyen",gyalogosok hibája,tilos jelzésen való áthaladás,47.4861833333333,19.0702083333333,0,0,1,2,POINT (651715.4350909877 238027.0000658608),gyalogos,"['CBA', ' 84', ' József körút']"
2012-08-03,2012,Budapest VIII. kerület,könnyű sérüléses,"Gyalogos elütése nem útkereszteződésben kijelölt gyalogos-átkelőhelyen, egy másik (álló) jármű mellett elhaladó járművel",elsőbbség meg nem adása,gyalogosoknak kijelölt gyalogátkelőhelyen,47.4916944444444,19.0805527777778,0,0,1,1,POINT (652494.7390080915 238639.96570213634),gyalogos,[' Mátyás tér']
2012-08-06,2012,Budapest VIII. kerület,könnyű sérüléses,Gyalogos elütése útkereszteződésen kívül,egyéb,"figyelmetlen, gondatlan vezetés",47.4927416666667,19.0710083333333,0,0,1,1,POINT (651775.5136283527 238756.1405311049),gyalogos,Rákóczi tér M  József körút
2012-08-07,2012,Budapest VIII. kerület,súlyos sérüléses,"Keresztirányból érkező, egyenesen haladó járművek ütközése",elsőbbség meg nem adása,a jobbról érkező járműnek,47.4948416666667,19.0729722222222,0,1,2,2,POINT (651923.4205838683 238989.6528850297),jármű-jármű,"[' Víg utca', ' Józsefváros']"
2012-08-07,2012,Budapest VIII. kerület,könnyű sérüléses,ütközés körforgalomban haladó járművel kihaladóskor,elsőbbség meg nem adása,a közúti jelzőtáblák utasítása ellenére,47.4956666666667,19.084775,0,0,1,2,POINT (652812.6869149518 239081.71721495222),jármű-jármű,"['Urunk mennybemenetele kápolna', ' Vörösmarty Mihály út']"
2012-08-11,2012,Budapest VIII. kerület,könnyű sérüléses,Egyéb közlekedési baleset gyalogossal,gyalogosok hibája,tiltott helyen való áthaladás,47.4882222222222,19.1005722222222,0,0,1,3,POINT (654003.4987368722 238254.75134594573),gyalogos,239-es épület  27  Kőbányai út
2012-08-13,2012,Budapest VIII. kerület,könnyű sérüléses,"Keresztirányból érkező járművek ütközése, az egyik jármű BALRA  kanyarodik.",elsőbbség meg nem adása,a közúti jelzőtáblák utasítása ellenére,47.4893888888889,19.0781444444444,0,0,1,2,POINT (652313.3634972712 238383.57377972204),jármű-jármű, Baross utca
2012-08-13,2012,Budapest VIII. kerület,könnyű sérüléses,állatok elütése,egyéb,háziállatok az úttesten,47.4766361111111,19.0992583333333,0,0,1,2,POINT (653905.3234939378 236966.60180787844),gyalogos,"['Ügyészség', ' Könyves Kálmán körút']"
2012-08-17,2012,Budapest VIII. kerület,könnyű sérüléses,Gyalogos elütése útkereszteződésben kijelölt gyalogos-átkelőhelyen,elsőbbség meg nem adása,a gyalogosnak kanyarodáskor,47.4892527777778,19.086375,0,0,1,1,POINT (652933.58573788 238368.70889307404),gyalogos, Karácsony Sándor utca
2012-08-21,2012,Budapest VIII. kerület,könnyű sérüléses,Egyéb egyjárműves (magányos) közlekedési baleset,sebesség nem megfelelő alkalmazása,"az útviszonyokhoz (az út vonalvezetéséhez, útburkolat minőségéhez)",47.4866888888889,19.0703222222222,0,0,1,1,POINT (651724.0020905802 238083.20759769666),egy jármű,"['OTP Bank', ' 80', ' József körút']"
2012-08-26,2012,Budapest VIII. kerület,könnyű sérüléses,Egyéb egyjárműves (magányos) közlekedési baleset,sebesség nem megfelelő alkalmazása,"az útviszonyokhoz (az út vonalvezetéséhez, útburkolat minőségéhez)",47.4996305555556,19.0829194444444,0,0,1,1,POINT (652672.6841473966 239522.34092304917),egy jármű,Kerepesi út
2012-08-27,2012,Budapest VIII. kerület,könnyű sérüléses,"Egyéb, azonos irányba haladó kanyarodó járművek  ütközése.","irányváltoztatási, haladási, bekanyarodási hiba",forgalmi sáv szabálytalan változtatása,47.4995361111111,19.0818,0,0,1,2,POINT (652588.3489912534 239511.80456783643),gyalogos,"['Intercity Hotel', ' 7-8', ' Baross tér']"
2012-08-29,2012,Budapest VIII. kerület,súlyos sérüléses,Egyéb közlekedési baleset gyalogossal,gyalogosok hibája,"álló jármű vagy oszlop (fa, egyéb akadály) előtt való áthaladás",47.4826361111111,19.0837722222222,0,1,0,2,POINT (652737.7837167042 237633.00939042127),gyalogos,"['I. sz. Belgyógyászati Klinika', ' 2/a', ' Korányi Sándor utca']"
2012-08-29,2012,Budapest VIII. kerület,könnyű sérüléses,"Utoléréses baleset két vagy több résztvevővel, az egyik megállt","irányváltoztatási, haladási, bekanyarodási hiba",követés távolság be nem tartása,47.4969194444444,19.0820888888889,0,0,1,3,POINT (652610.2388233639 239220.90493622827),jármű-jármű,"['Országos Traumatológiai Intézet', ' 17', ' Fiumei út']"
2012-09-03,2012,Budapest VIII. kerület,súlyos sérüléses,Gyalogos elütése útkereszteződésben nem kijelölt gyalogos-átkelőhelyen,elsőbbség meg nem adása,a gyalogosnak kanyarodáskor,47.4946027777778,19.0646777777778,0,1,0,1,POINT (651298.4610701749 238962.93244612616),gyalogos, Szentkirályi utca
2012-09-06,2012,Budapest VIII. kerület,súlyos sérüléses,Gyalogos elütése útkereszteződésben kijelölt gyalogos-átkelőhelyen,gyalogosok hibája,tilos jelzésen való áthaladás,47.4895527777778,19.0764888888889,0,1,0,2,POINT (652188.6023150267 238401.74827300373),gyalogos,[' Baross utca']
2012-09-07,2012,Budapest VIII. kerület,könnyű sérüléses,"Egyéb, azonos irányba haladó kanyarodó járművek  ütközése.",egyéb,megfelelő oldaltávolság hiánya,47.4894444444444,19.0707277777778,0,0,1,2,POINT (651754.4775388279 238389.56526995104),gyalogos,['Baross utca']
2012-09-08,2012,Budapest VIII. kerület,könnyű sérüléses,"Utoléréses baleset két vagy több résztvevővel, az egyik megállt","irányváltoztatási, haladási, bekanyarodási hiba",követés távolság be nem tartása,47.4883055555556,19.0988027777778,0,0,2,2,POINT (653870.1530742653 238263.92873928128),jármű-jármű,"['25-ös kisáruház', ' 25', ' Kőbányai út']"
2012-09-08,2012,Budapest VIII. kerület,könnyű sérüléses,"Egyéb, azonos irányba haladó kanyarodó járművek  ütközése.",sebesség nem megfelelő alkalmazása,"az útviszonyokhoz (az út vonalvezetéséhez, útburkolat minőségéhez)",47.4879583333333,19.0703444444444,0,0,1,4,POINT (651725.6374311505 238224.33861356962),gyalogos,[' József körút']
2012-09-11,2012,Budapest VIII. kerület,könnyű sérüléses,"Keresztirányból érkező, egyenesen haladó járművek ütközése",elsőbbség meg nem adása,a jobbról érkező járműnek,47.4939444444444,19.0732527777778,0,0,1,2,POINT (651944.5912119318 238889.91059867307),jármű-jármű,"[' Víg utca', ' Józsefváros']"
2012-09-11,2012,Budapest VIII. kerület,könnyű sérüléses,"Egyéb, azonos irányba haladó kanyarodó járművek  ütközése.","irányváltoztatási, haladási, bekanyarodási hiba",forgalmi sáv szabálytalan változtatása,47.4969,19.0699055555556,0,0,1,2,POINT (651692.2927220535 239218.4211599116),gyalogos,Blaha Lujza tér  Rákóczi út
2012-09-13,2012,Budapest VIII. kerület,súlyos sérüléses,"Azonos irányból érkező járművek ütközése útkereszteződésben, mindkét jármű JOBBRA kanyarodik","irányváltoztatási, haladási, bekanyarodási hiba",villamosnak elsőbbség meg nem adása,47.49275,19.0709972222222,0,1,0,2,POINT (651774.6761358678 238757.06675103708),jármű-jármű,"['Rákóczi tér M', ' József körút']"
2012-09-13,2012,Budapest VIII. kerület,könnyű sérüléses,"Utoléréses baleset két vagy több résztvevővel, az egyik megállt","irányváltoztatási, haladási, bekanyarodási hiba",követés távolság be nem tartása,47.4949583333333,19.0844888888889,0,0,1,5,POINT (652791.1657011631 239002.95810559246),jármű-jármű,"['23-21', ' Fiumei út']"
2012-09-14,2012,Budapest VIII. kerület,könnyű sérüléses,"Utoléréses baleset két vagy több résztvevővel, az egyik megállt","irányváltoztatási, haladási, bekanyarodási hiba",követés távolság be nem tartása,47.49953888888889,19.0829416666667,0,0,1,2,POINT (652674.36286374 239512.15057812067),jármű-jármű,Keleti pályaudvar  Kerepesi út
2012-09-24,2012,Budapest VIII. kerület,könnyű sérüléses,Gyalogos elütése útkereszteződésen kívül,gyalogosok hibája,"vigyázatlan, hirtelen lelépés az úttestre",47.4947777777778,19.0624416666667,0,0,1,2,POINT (651129.9716547341 238982.35582427893),gyalogos,[' Rákóczi út']
2012-09-26,2012,Budapest VIII. kerület,könnyű sérüléses,"Gyalogos elütése nem útkereszteződésben kijelölt gyalogos-átkelőhelyen, egy másik (álló) jármű mellett elhaladó járművel",elsőbbség meg nem adása,gyalogosoknak kijelölt gyalogátkelőhelyen,47.4865083333333,19.1076666666667,0,0,2,1,POINT (654538.2575529236 238064.5896255088),gyalogos,Kőbányai út  Taraliget lakópark
